,Tipo de Ocorrência,id_ocorrencia
48,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,dcd80db8-81ff-469f-9504-79ec922d5c29
49,PERTURBAÇÃO DA TRANQUILIDADE,44aea4fd-d9e1-42e0-bbb0-e6bdc46e138b
50,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e99e4c6a-79d3-41b6-bdf1-9220f7c1889a
51,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,a3234de5-301a-471b-8046-1fb47e702c7b
52,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,a2953382-95b5-4cae-aa5f-a7987cba860d
53,VIOLÊNCIA CONTRA A MULHER,01ed6d9a-c1dd-4e1c-9459-9e41f90a0401
54,PERTURBAÇÃO DA TRANQUILIDADE,7cc0b568-f0eb-442b-8212-c5e5ba091d79
55,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,618da18d-8380-49c2-81de-f3eb3c0e2556
56,PERTURBAÇÃO DA TRANQUILIDADE,d4ee5f7f-ae1d-4fef-b0e4-89aeef8ce7f5
57,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,82ed273e-8363-4940-8490-2186ddd77d37
58,PERTURBAÇÃO DA TRANQUILIDADE,c096d764-46a2-4453-a71d-93e34e3b1372
59,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,78ee88ca-6f92-48d0-a816-aab96f09b7a0
60,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,87d403e4-b494-4c80-9d9b-fdfa60d030f8
61,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f9c2dab5-13bf-4adb-aaa8-78f8d1a2e0a6
62,PERTURBAÇÃO DA TRANQUILIDADE,29f182bb-3a02-4709-911b-7598e86b69b5
63,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,71644405-4604-430a-b31c-f1c14f1043c5
64,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f7285914-53b2-4a15-b3b2-e366d7c2e2a2
65,LESÃO CORPORAL,58c517b0-4012-41f7-abdf-215a6f36a158
66,PERTURBAÇÃO DA TRANQUILIDADE,4a349c98-558c-4392-8c30-cb563555710d
67,VIOLÊNCIA CONTRA A MULHER,805bdfb4-bb81-41a2-9325-f295b4a6f698
68,PERTURBAÇÃO DA TRANQUILIDADE,e05e223e-bc43-4ae9-8c6d-b49f5f66bae0
69,PERTURBAÇÃO DA TRANQUILIDADE,11abef58-eceb-4387-ae9f-572aae331865
70,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,2a28ba34-ef67-468b-9240-ff0332394bfc
71,PERTURBAÇÃO DA TRANQUILIDADE,d4791a1b-ff7a-4cd2-b760-481723efbea1
72,ROUBO,8503416d-b524-4e05-bd1c-4ff240252db0
73,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,baa62391-e298-4e20-b0ad-ae8f290393bc
74,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,1476b318-c7ab-40d0-b403-6151939f6f46
75,PERTURBAÇÃO DA TRANQUILIDADE,d936903e-fcc7-41e1-8d2d-939f0c3adae3
76,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,2058a6a5-9fe5-4d0e-91a4-96814b3f9e67
77,PERTURBAÇÃO DA TRANQUILIDADE,eee8442d-3484-4e30-8a55-0d699f13f9eb
78,PERTURBAÇÃO DA TRANQUILIDADE,5bedf8bb-f6da-4ee7-8fba-8ed8b4a793e4
79,PERTURBAÇÃO DA TRANQUILIDADE,89730525-1575-4a6c-8503-48f7cd45cd49
80,PERTURBAÇÃO DA TRANQUILIDADE,dbc00093-4e32-45d7-9034-18486cd5ff6c
81,PERTURBAÇÃO DA TRANQUILIDADE,a8a874b6-8c9a-4411-8707-38ddbc3c2e65
82,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,7a5c0cb9-4da5-467b-ae87-a3a0511b7214
83,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,110ef82f-3e0d-445d-8717-8446b0d39d6f
84,PERTURBAÇÃO DA TRANQUILIDADE,0fc776ba-4f80-4a45-bad0-7c6aa576f644
85,PERTURBAÇÃO DA TRANQUILIDADE,cd461aab-99bd-4a0f-9d5b-aafc58617a92
86,PERTURBAÇÃO DA TRANQUILIDADE,a1f1cf38-c086-4b1f-8ac9-3bfeb20ac1b8
87,PERTURBAÇÃO DA TRANQUILIDADE,5af45f4b-15ca-4742-94b5-465a27655f6b
88,PERTURBAÇÃO DA TRANQUILIDADE,19d115c9-bad1-4c05-ae60-6e90664456ed
89,PERTURBAÇÃO DA TRANQUILIDADE,5381c91f-7b22-4635-9b57-f6399269c25f
90,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,6d50fc30-aa62-4987-aa2a-4f407d19acf5
91,AMEAÇA,0d0d5e50-e989-4ae9-bf78-8e4e9e33b2fa
92,PERTURBAÇÃO DA TRANQUILIDADE,6800b9b8-f63b-4206-8bae-c6b4313e2d47
93,ROUBO,d54400d6-dac0-40dc-9b60-8a3c581606b7
94,PERTURBAÇÃO DA TRANQUILIDADE,9f66dba0-7eb5-4e3d-ab6e-f38b796d52df
95,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,5bfdcb49-bc08-485f-adfa-65076be3f19a
96,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,cb8b8eba-7c08-49df-a206-1546a1179abe
97,AMEAÇA,2d68eef4-456a-46c6-96e1-0eeb55f99db4
98,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,290069fd-f1a3-40b0-b810-2fc019b6bb8a
99,AMEAÇA,dff12ac8-10a8-4b2c-87a0-1fe4b5c138de
100,LESÃO CORPORAL,44d95134-adfd-4e11-8456-e5e392691671
101,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,bc2a5d5b-45c8-4b65-815f-d8c549e62f21
102,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,7a7f1096-6ab3-4d9b-aa9f-7fb3af6ee160
103,VIOLÊNCIA CONTRA A MULHER,c5d3d466-9aac-49b2-b111-09d64095b9df
104,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e7752486-9b5d-4cfe-93d3-063c51464417
105,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,6d9a73b2-f96c-4cce-959f-4354b2a2d026
106,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,53d6c894-6771-4d78-9741-609fa9f187c3
107,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,69dcd8a1-fcd3-487b-a0ed-0c30a42ebbc0
108,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,2d52f3a2-074e-4ed3-beab-1b8bbbf1fd64
109,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f581804a-99a8-455a-94a1-8107d8123a6f
110,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,c1d25171-55b9-4948-9902-3694131e43f8
111,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,621e626f-a370-4d73-9547-bcecf6016b35
112,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,09870757-8226-4616-a9fd-b3cd501b635c
113,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,22ac79b2-e001-4ea3-99d3-921ffff3f79d
114,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,2adcf60f-4d2e-4aab-9f39-c2c699809bf4
115,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f1474c3c-a775-428e-a699-45ca1ed37d4c
116,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,c775d44e-9edf-41cd-b427-4a25a7be0325
117,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,92bca0b7-b51d-40bb-bfdc-529bdd5a9544
118,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,9137f5af-7389-4a45-a065-3c67058d765b
119,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,03d9ca9a-6fad-4388-8910-cc02c46235b9
120,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f5da870c-a7ba-496f-974d-5c2db327bccf
121,ROUBO,0bab1332-c58d-4867-8eff-4a4a09030375
122,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e1dd4a8a-0738-4859-83a3-a777a35aa855
123,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e35f2c08-7705-42f4-8172-77f0636e1260
124,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,34a723dd-701c-4d8c-904f-1c2820c2f17a
125,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,0e5ab8bd-e84e-4fbe-84ad-2311834481db
126,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,670fc12d-b147-4207-9cd3-de3f6a5aabc3
127,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,cfdc2d48-c1b3-4446-a681-fb1cccb29e07
128,VIOLÊNCIA CONTRA A MULHER,42dd7554-9278-412f-a41d-f911c38f28bd
129,AMEAÇA,2b3a7cd8-a7d5-40ac-be86-5dcbe9d24285
130,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,7a0441ef-0566-4505-a154-abfe9b795e68
131,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,66dbf70f-1021-4805-8139-a09693a3ffde
132,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e302995d-9031-422a-9b9b-fd3b60ad704a
133,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,33eb14a9-3736-46dc-a371-80cbb3dc3ac5
134,LESÃO CORPORAL,75b3b8f5-f6cc-4a0c-960d-27e9f056500c
135,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,98fcba65-6170-438f-ab02-cbd224bb7822
136,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e1675998-615e-4ed2-9525-e6c39ec93e0e
137,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,d29b16fa-bdd2-49ee-9c02-46299e17a455
138,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,d699096c-5628-44a5-a3da-9723e09fed63
139,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,c15b4247-5f82-4189-ae38-35cdaa12f385
140,LESÃO CORPORAL,6e42a65e-51dc-4298-973d-9871c70b9559
141,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,6e005664-92de-42c0-a1f9-653ea6fa1c18
142,DISPARO DE ARMA DE FOGO,3711b92d-22b0-4f66-990f-068cb47cfa37
143,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,14543506-5577-47e3-a9c6-d5647c6481aa
144,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,2af46462-65f8-4f11-9fb6-c21d1188d0bc
145,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,bd76392d-cf07-4f1d-a726-12874eef2601
146,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,2b32776f-ea28-4e29-9c36-7b3ea99bbb1c
147,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,139d8a2f-f19e-4392-8edf-c48df43c5f8d
148,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,252a4507-478d-4cfe-a853-64bae694d9f0
149,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,219492fc-b3ac-4c6e-b95c-e19d52c5f83b
150,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,63b4c7ea-6b05-4198-9ba7-3292ec659ebd
151,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,eb616af3-dfe9-4e3c-b56a-c1c157570621
152,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,704b829a-a2b1-4eaa-b97c-d39a7cf100be
153,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,a64921a8-825b-40cc-aad4-65a5fdd00b5a
154,PERTURBAÇÃO DA TRANQUILIDADE,2063ce7a-ce98-45a0-9b5f-7fbcc2f409e5
155,PERTURBAÇÃO DA TRANQUILIDADE,687a1203-e84d-44cd-9e66-a50aa0a6c040
156,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,ed401d26-8a34-4973-a476-7291add06aef
157,PERTURBAÇÃO DA TRANQUILIDADE,639d5415-4738-4c14-93cb-7442558cb27f
158,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,21480dec-69a3-414c-b70f-af217e98e46d
159,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,94212a75-a243-4f41-945c-6c02105f67eb
160,PERTURBAÇÃO DA TRANQUILIDADE,55653c75-2e11-4e37-b831-e9baa781d55b
161,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,c0c0eb17-ba8a-41b5-a79a-f30f67b38967
162,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,621943a5-7a1a-4140-a629-4caaf34e9333
163,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,3d385188-c21c-43b9-8040-1973b998d888
164,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,d68daef1-350c-4aa4-9383-fd035197174e
165,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,06772fae-9b49-4095-abe8-57a39189ca99
166,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e73261ba-881f-4d1f-96d1-72fcb48b50e8
167,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,86b94931-dbaa-4456-86fa-f54bcba6ba24
168,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f8a04498-02da-44e8-91c2-4c03136cfef3
169,PERTURBAÇÃO DA TRANQUILIDADE,509ba91e-67f4-41dc-af2c-558c49582a5f
170,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,b049af62-906a-4105-ad9f-6bd460a3c942
171,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,1b695f6e-edc1-43b7-b7b4-834e08e386af
172,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,716d3b76-72c8-4be7-8133-74373d4af017
173,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,12786f07-d5f3-427e-8119-3e0d47d4d6e3
174,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,cd8caf04-e951-4fb1-b2df-8967f4ad47bd
175,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,9e86d583-055b-4b10-99c7-50e96361563a
176,PERTURBAÇÃO DA TRANQUILIDADE,1f0f8254-9890-4a2c-9613-ee435d4f17e3
177,PERTURBAÇÃO DA TRANQUILIDADE,7a817702-403b-40d8-8782-caf3e93ac101
178,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,47944598-a770-4535-b1f7-053f8aed8aef
179,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f627a2e9-95cd-41b4-b203-9e96515b9a81
180,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,40162713-6dcd-4273-8301-51d7a7a210b1
181,PERTURBAÇÃO DA TRANQUILIDADE,3abe5f19-3a7e-4d5c-ba02-bbeb004fcf66
182,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,7620a71b-9345-4871-941f-c7e0f062ac82
183,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,6435c51c-5e94-49c4-b406-18361de117c8
184,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,d939a80e-ea21-4f8e-b095-6891b7b3dbc1
185,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,cc869cc6-173f-4c84-8a70-a807e7ac273c
186,AMEAÇA,6343d4fb-bf1a-4565-bf5b-e87fb4589ad5
187,LESÃO CORPORAL,06244c16-84df-4ab3-bee3-a948f46fdf20
188,ESTUPRO,2efd8866-32e2-451b-a035-5557f95cf1e4
189,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,6fc8b76f-657e-4193-863c-657ab3463509
190,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,d0fa187f-20cc-4c11-96c7-ef6d71a9dd7b
191,PERTURBAÇÃO DA TRANQUILIDADE,d3ff4cc8-d8a2-46aa-90e0-34ce3c30bfc8
192,PERTURBAÇÃO DA TRANQUILIDADE,52e3f583-1250-4a1c-95f0-3a1e7c167471
193,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,73353269-ce64-4270-ba7e-6fd71540ab8a
194,USUÁRIO DE ENTORPECENTE,8cb6b25a-68b4-4c72-a109-5afa8a0f4c0c
195,PERTURBAÇÃO DA TRANQUILIDADE,b805fb48-821d-4b76-94bc-38090a92b44e
196,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,3e4d20e0-b44b-4549-85b5-a4ce5ad9ba26
197,PERTURBAÇÃO DA TRANQUILIDADE,99b18805-f3a2-4d7a-87fc-858b75bce6a6
198,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,09b996ae-3647-4949-991b-fe06d02e75df
199,TENTATIVA DE FURTO,5b87f2bf-6f99-45c6-a17e-96249d63d9b9
200,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,408694f5-ee42-41c2-96fb-9f4d183dcd86
201,PERTURBAÇÃO DA TRANQUILIDADE,59ccac15-dfaf-4180-a787-cf74572e711e
202,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,bea39726-ca89-4a91-8c3b-248e3531c1c5
203,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,a3d83464-9668-4d3b-a890-c4df725e7a42
204,VIOLÊNCIA CONTRA A MULHER,3ae9f165-9040-44a3-8d25-a56d1bd28b71
205,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,b82a6f0c-b69e-4c12-bf3a-cd7ab5a5f344
206,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,5dff94cf-a3ad-4a4b-9221-d2787f7e0e46
207,VIOLAÇÃO DE DOMICILIO,68d80b48-911c-4f44-98fe-07301184dd91
208,MORTE A ESCLARECER,306cb10a-c8c1-4ae3-9b95-540d5926dea3
209,HOMICÍDIO,53589f97-984c-4ddb-a6d5-89d99839da51
210,AMEAÇA,5429e0e6-eb32-4a8c-be5b-94904cf27771
211,LESÃO CORPORAL,ac6a55fb-00de-4f54-9655-4d365718a19a
212,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,7001cf28-9676-47a9-afca-544e646366c9
213,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,7c0adc06-bee9-46a0-ba5e-6536ef83cf15
214,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,0c76ac59-3f13-4296-a2a8-6578a1b4555a
215,USUÁRIO DE ENTORPECENTE,574ebd45-5382-4336-88db-3013972cdcb3
216,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,378fa6b0-62ca-45ee-9016-bccafab75d2d
217,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,3dc0e6aa-33d4-4400-82cd-0778c2516253
218,PERTURBAÇÃO DA TRANQUILIDADE,d917204c-dc2a-4111-9fbf-b6f57ffb4f77
219,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,457a2d01-74fe-4c5b-80b7-f1c230c41d7a
220,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,bbc6af34-c145-4765-8ff4-fe1c7d674e20
221,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,768cc740-2651-4265-92b4-2f362436e59d
222,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,f9c99840-e1e5-45ab-bc52-37f1efce8275
223,AMEAÇA,19220bac-bfc7-4729-b90e-9791d3e03d8f
224,TENTATIVA DE FURTO,280640a0-110f-4019-980d-01020cf5a438
225,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,c9243ea7-c44f-447d-82db-7c7abdbc2f39
226,AMEAÇA,69f69507-eac6-4ae7-bbf1-4743965914c6
227,USUÁRIO DE ENTORPECENTE,946581eb-a4d4-4ea9-8721-1ca5a7ad77d8
228,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,e3a8178b-ecc7-4b4c-969e-a741150f624a
229,AMEAÇA,9ea67960-fbdc-4538-abdb-6a50a639b106
230,ROUBO,c98f7d3b-ab9a-404d-8d0b-c1f939d7ac56
231,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,136b2817-2c56-466f-9e18-818ed6fde328
232,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,54e5389c-47ec-4eec-9210-cda4925cda88
233,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,5a4991d5-28d9-4ad5-b94c-5bcc8f3fcc10
234,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,fe0fac76-787a-4eb6-8c12-67f2def920aa
235,ROUBO,d4631531-2e75-4706-b5fb-d6a8d9b6e950
236,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,315bcaf4-248e-477d-9292-73d47320403c
237,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,ced7a62d-c0c2-4230-8f7d-0d03c27ad0a7
238,PERTURBAÇÃO DO SOSSEGO OU TRABALHO ALHEIO,667dfeeb-9d78-456d-9f2c-3d13a5a1e440
